authorid,name,university,rank_6yr,cnt_6yr,rank_12yr,cnt_12yr,rank_all,cnt_all,is_top1pct
5646,"Majoor, Barbara",Nyenrode Business University,1159,1,1611,1,2171,1,0
3765,"Major, Maria J.",ISCTE - Portugal,1159,1,1611,1,2171,1,0
5591,"Majors, Tracie",University of Illinois at Urbana-Champaign,1159,1,1611,1,2171,1,0
3687,"Mak, Chun Yu",University of Birmingham,1159,1,1611,1,2171,1,0
5155,"Makar, Stephen",University of Wisconsin-Oshkosh,1159,1,1611,1,2171,1,0
1256,"Maletta, Mario J.",Northeastern University,1159,1,547,4,197,11,0
188,"Malina, Mary A.",University of Colorado Denver,1159,1,1047,2,1070,3,0
479,"Mande, Vivek",California State University Fullerton,1159,1,752,3,667,5,0
3153,"Mangen, Claudine","Concordia University, St. Paul",1159,1,1611,1,2171,1,0
5345,"Marietta-Westberg, Jennifer",Practice,1159,1,1611,1,2171,1,0
5573,"Marinovic, IvÃ¡n",Stanford University,1159,1,1611,1,2171,1,0
1994,"Markarian, Garen",IE University,1159,1,1611,1,2171,1,0
4995,"Markelevich, Ariel",Suffolk University,1159,1,1611,1,2171,1,0
4360,"Martin, Gregory W.",Indiana University Indianapolis,1159,1,1611,1,2171,1,0
2818,"Martin, Roger D.",University of Virginia,1159,1,547,4,667,5,0
3624,"Martinez-Jerez, Francisco",Harvard University,1159,1,1611,1,2171,1,0
5274,"Martinez, Daniel",HEC Paris,1159,1,1611,1,2171,1,0
4536,"Martini, Jan Thomas",Bielefeld University,1159,1,1611,1,2171,1,0
5296,"Mascha, Maureen Francis",Purdue University Northwest,1159,1,1611,1,2171,1,0
1762,"Mashruwala, Christina",Baruch College-The City University of New York,1159,1,1047,2,1462,2,0
3584,"Mashruwala, Shamin D",Baruch College-The City University of New York,1159,1,1611,1,2171,1,0
4407,"Masschelein, Stijn",University of Western Australia,1159,1,1611,1,2171,1,0
3674,"Mastilak, Christian",Xavier University,1159,1,1611,1,2171,1,0
1763,"Masulis, Ronald W.",UNSW Sydney,1159,1,1611,1,1462,2,0
2473,"Matolcsy, Zoltan P.",University of Technology Sydney,1159,1,1611,1,1462,2,0
2431,"Matson, Diane",University of St. Thomas,1159,1,1611,1,2171,1,0
5272,"Mazzola, Pietro",Not Found,1159,1,1611,1,2171,1,0
3024,"McCall, Holli",Not Found,1159,1,1611,1,2171,1,0
573,"McDevitt, Roselie E.",Retired or Emeritus,1159,1,1611,1,2171,1,0
597,"McGill, Gary A.",University of Florida,1159,1,1611,1,1462,2,0
3451,"McIntosh, Christopher S.",University of Idaho,1159,1,1611,1,2171,1,0
4493,"McKay, Britton A.",Georgia Southern University,1159,1,1611,1,2171,1,0
3546,"McKnight, Constance A.",University of Central Arkansas,1159,1,1611,1,2171,1,0
2843,"McLeay, Stuart",University of Sydney,1159,1,1611,1,1462,2,0
417,"McMillan, Jeffrey J.",Clemson University,1159,1,1611,1,1070,3,0
2728,"McSweeney, Brendan","Royal Holloway, University of London",1159,1,1611,1,1070,3,0
3514,"Mellon, Mark",University of South Florida,1159,1,1611,1,2171,1,0
439,"Melumad, Nahum D.",Deceased,1159,1,547,4,133,13,0
1782,"Mendenhall, Richard R.",University of Notre Dame,1159,1,752,3,543,6,0
3464,"Meng, Xiaojing",New York University,1159,1,1611,1,2171,1,0
5303,"Mennecke, Brian E.",Iowa State University,1159,1,1611,1,2171,1,0
2302,"Mensah, Yaw M.","Rutgers, The State University of New Jersey",1159,1,1047,2,833,4,0
4474,"Mescall, Devan",University of Saskatchewan,1159,1,1611,1,2171,1,0
4423,"Mian, G. Mujtaba",Hong Kong Polytechnic University,1159,1,1611,1,2171,1,0
1749,"Mian, Shehzad L.",Emory University,1159,1,1611,1,1070,3,0
5579,"Miao, Bin",National University of Singapore,1159,1,1611,1,2171,1,0
4424,"Michels, Jeremy",University of Pennsylvania,1159,1,1611,1,2171,1,0
3758,"Mikes, Anette",University of Lausanne,1159,1,1611,1,2171,1,0
1793,"Milbourn, Todd T.",Washington University in St. Louis,1159,1,1611,1,1462,2,0
2679,"Miller, Bruce L.","University of California, Los Angeles",1159,1,1047,2,1462,2,0
5474,"Miller, David W.",California State University Northridge,1159,1,1611,1,2171,1,0
2137,"Miller, Jeffrey S.",University of Notre Dame,1159,1,547,4,667,5,0
928,"Miller, Peter",London School of Economics and Political Science,1159,1,1047,2,197,11,0
3293,"Miller, Steven J.",Williams College,1159,1,1611,1,2171,1,0
4033,"Miller, Tim C.",Xavier University,1159,1,1611,1,2171,1,0
3195,"Millo, Yuval",London School of Economics and Political Science,1159,1,1611,1,2171,1,0
5538,"Milne, Markus",University of Canterbury,1159,1,1611,1,2171,1,0
5273,"Minoja, Mario",University of Modena and Reggio Emilia (Italy),1159,1,1611,1,2171,1,0
4530,"Mistry, Jamshed J.",Suffolk University,1159,1,1611,1,2171,1,0
3098,"Modell, Sven",University of Manchester,1159,1,1611,1,2171,1,0
5306,"Moffitt, Kevin C.","Rutgers, The State University of New Jersey",1159,1,1611,1,2171,1,0
1803,"Mohammad, Emad",McMaster University,1159,1,1047,2,1462,2,0
3123,"Moizer, Peter",University of Leeds,1159,1,1611,1,2171,1,0
5083,"Mola, Simona",Practice,1159,1,1611,1,2171,1,0
3539,"Moll, Jodie",University of Manchester,1159,1,1611,1,2171,1,0
4544,"Monge-Lozano, Pedro",Universidad of Huelva,1159,1,1611,1,2171,1,0
5025,"Montague, Norma R.",Wake Forest University,1159,1,1611,1,2171,1,0
1810,"Moon, Doo Cheol",Yonsei University,1159,1,1047,2,1462,2,0
3981,"Moore, Stephen J.",Practice,1159,1,1611,1,2171,1,0
1258,"Moreno, Kimberly K.",Northeastern University,1159,1,286,6,446,7,0
5072,"Morrell, Kevin",University of Warwick,1159,1,1611,1,2171,1,0
4372,"Morrill, Cameron K.",University of Manitoba,1159,1,1611,1,2171,1,0
4371,"Morrill, Janet B",University of Manitoba,1159,1,1611,1,2171,1,0
3027,"Morris, Bonnie W.",Duquesne University,1159,1,1611,1,1462,2,0
3524,"Morris, John J.",Kansas State University,1159,1,1611,1,2171,1,0
2195,"Morse, Dale C.",University of Oregon,1159,1,1047,2,1070,3,0
611,"Morton, Richard M.",Florida State University,1159,1,1047,2,833,4,0
1819,"Moser, Antony",Not Found,1159,1,1611,1,2171,1,0
4586,"Moulton, Pamela C.",Cornell University,1159,1,1611,1,2171,1,0
3375,"Muhanna, Waleed A.",The Ohio State University,1159,1,1611,1,2171,1,0
2223,"Muller, Karl A.",Pennsylvania State University,1159,1,547,4,446,7,0
1823,"Mundy, Julia",University of Greenwich,1159,1,1047,2,1462,2,0
5469,"Munk, Claus",Copenhagen Business School,1159,1,1611,1,2171,1,0
5293,"Muriel, Leah",Oklahoma State University,1159,1,1611,1,2171,1,0
1825,"Murphy, Kevin J.",University of Southern California,1159,1,1047,2,833,4,0
5176,"Murphy, Tim",Universiti Utara Malaysia,1159,1,1611,1,2171,1,0
5524,"Musumeci, James J.",Bentley University,1159,1,1611,1,2171,1,0
857,"Nagy, Albert L.",John Carroll University,1159,1,1047,2,1462,2,0
1827,"Naik, Prasad A.","University of California, Davis",1159,1,1611,1,2171,1,0
1831,"Napier, Christopher J.","Royal Holloway, University of London",1159,1,1047,2,833,4,0
1832,"Naranjo-Gil, David","Universidad Pablo De Olavide, Sevilla",1159,1,752,3,1070,3,0
703,"Narayanan, V. G.",Harvard University,1159,1,752,3,446,7,0
3515,"Nath, Leda",University of Wisconsin-Whitewater,1159,1,1611,1,2171,1,0
1834,"Naveen, Lalitha",Temple University,1159,1,1611,1,2171,1,0
5373,"Neel, Michael",University of Houston,1159,1,1611,1,2171,1,0
3521,"Neely, M. Pamela",State University of New York College at Brockport,1159,1,1611,1,2171,1,0
462,"Nelson, Mark W.",Cornell University,1159,1,68,11,27,22,1
3377,"Netessine, Serguei",INSEAD,1159,1,1611,1,2171,1,0
5329,"Netter, Jeffry",University of Georgia,1159,1,1611,1,2171,1,0
3032,"Newmark, Richard I.",University of Northern Colorado,1159,1,1611,1,2171,1,0
5360,"Newton, Nathan J.",University of Missouri,1159,1,1611,1,2171,1,0
4549,"Nezlobin, Alexander","University of California, Berkeley",1159,1,1611,1,2171,1,0
1538,"Ng, Anthony C.",Not Found,1159,1,1611,1,2171,1,0
2828,"Ng, Juliana",Australian National University,1159,1,1047,2,1462,2,0
1842,"Ng, Terence Bu-Peow",Nanyang Technological University,1159,1,393,5,667,5,0
5198,"Ni, Yang",Shanghai Jiao Tong University (China),1159,1,1611,1,2171,1,0
463,"Nichols, D. Craig",Syracuse University,1159,1,1047,2,1462,2,0
4537,"Niemann, Rainer",University of Graz,1159,1,1611,1,2171,1,0
5361,"Niemi, Lasse",Aalto University,1159,1,1611,1,2171,1,0
4594,"Niessen-Ruenzi, Alexandra",University of Mannheim,1159,1,1611,1,2171,1,0
2428,"Nigrini, Mark J.",Not Found,1159,1,1611,1,1070,3,0
2579,"Nikias, Anthony D.",Tarleton State University,1159,1,1047,2,1462,2,0
3035,"Nikitkov, Alexei",Brock University,1159,1,1047,2,1462,2,0
441,"Nissim, Doron",Columbia University in the City of New York,1159,1,211,7,372,8,0
1274,"Nobes, Christopher","Royal Holloway, University of London",1159,1,1047,2,1462,2,0
5399,"Nolder, Christine",Suffolk University,1159,1,1611,1,2171,1,0
5188,"Norton, Simon D.",Cardiff University,1159,1,1611,1,2171,1,0
311,"Nouri, Hossein",College of New Jersey,1159,1,1611,1,833,4,0
3250,"Novoselov, Kirill E.",Hong Kong University of Science and Technology,1159,1,1611,1,2171,1,0
4576,"Numan, Wieteke",Catholic (Katholieke) University of Leuven,1159,1,1611,1,2171,1,0
2699,"O`Brien, Patricia C.",University of Waterloo,1159,1,1047,2,543,6,0
2687,"O`Connor, Neale G.",Hong Kong Baptist University,1159,1,547,4,667,5,0
1852,"O`Leary, Ted",University of Manchester,1159,1,1047,2,543,6,0
200,"O\'Reilly, Dennis M.",East Carolina University,1159,1,752,3,1070,3,0
5177,"Oâ€™Connell, Vincent",University of Amsterdam,1159,1,1611,1,2171,1,0
4416,"Oats, Lynne",University of Exeter,1159,1,1611,1,2171,1,0
3037,"Odom, Marcus D.",Southern Illinois University,1159,1,1047,2,1070,3,0
5349,"Oesch, David",University of Zurich,1159,1,1611,1,2171,1,0
5430,"Officer, Micah S.",Loyola Marymount University,1159,1,1611,1,2171,1,0
2625,"Ogden, Stuart",University of Sheffield,1159,1,1047,2,667,5,0
5012,"Olsen, Kari Joseph",University of Southern California,1159,1,1611,1,2171,1,0
3118,"Olsen, Lori",Not Found,1159,1,1611,1,2171,1,0
4437,"Orlikowski, Wanda J.",Massachusetts Institute of Technology,1159,1,1611,1,2171,1,0
3312,"Orpurt, Steven F.",Arizona State University,1159,1,1611,1,2171,1,0
3171,"Ortega (Diego), Jaime",Universidad Carlos III de Madrid,1159,1,1611,1,2171,1,0
919,"Oswald, Dennis R.",University of Michigan,1159,1,1611,1,1462,2,0
3646,"Ouyang, Bo",The Pennsylvania State University Great Valley,1159,1,1611,1,2171,1,0
1857,"Owen, David L.",Retired or Emeritus,1159,1,1047,2,1070,3,0
4494,"Owens, Edward L.",Emory University,1159,1,1611,1,2171,1,0
1233,"Owhoso, Vincent E.",Northern Kentucky University,1159,1,1047,2,1462,2,0
3266,"Ozbilgin, Mehmet",Baruch College-The City University of New York,1159,1,1611,1,2171,1,0
5584,"Ozel, N. Bugra","University of California, Los Angeles",1159,1,1611,1,2171,1,0
4564,"Ozkan, Neslihan",University of Bristol,1159,1,1611,1,2171,1,0
4505,"Pacini, Carl J.",University of South Florida,1159,1,1611,1,2171,1,0
1859,"Pae, Suil",Sungkyunkwan University,1159,1,393,5,301,9,0
5268,"Palmer, Donald","University of California, Davis",1159,1,1611,1,2171,1,0
4447,"Palmon, Dan","Rutgers, The State University of New Jersey",1159,1,1611,1,2171,1,0
2371,"Palmrose, Zoe-Vonna",University of Washington,1159,1,393,5,301,9,0
5194,"Panaretou, Argyro",Lancaster University,1159,1,1611,1,2171,1,0
3109,"Papadaki, Afroditi",Athens University of Economics and Business,1159,1,1611,1,2171,1,0
3447,"Parbonetti, Antonio",University of Padova,1159,1,1611,1,2171,1,0
202,"Park, Chul W.",University of Hong Kong,1159,1,547,4,301,9,0
2151,"Parkash, Mohinder",Oakland University,1159,1,1611,1,1462,2,0
4379,"Parker, Larry M.",Case Western Reserve University,1159,1,1611,1,2171,1,0
2,"Parker, Lee D.",University of St Andrews,1159,1,1611,1,1070,3,0
1175,"Parker, Robert J.",University of New Orleans,1159,1,752,3,667,5,0
3567,"Parsley, David C.",Vanderbilt University,1159,1,1611,1,2171,1,0
623,"Parsons, Linda M.",University of Alabama,1159,1,1047,2,1462,2,0
3272,"Pavur, Robert J.",University of North Texas,1159,1,1611,1,2171,1,0
3286,"Pawlewicz, Robert",George Mason University,1159,1,1611,1,2171,1,0
5670,"Paz, Michael T.",Drexel University,1159,1,1611,1,2171,1,0
3438,"Peek, Erik",Erasmus University Rotterdam,1159,1,1611,1,2171,1,0
5281,"Peltier, Elisabeth",Concordia University - Montreal,1159,1,1611,1,2171,1,0
5485,"Peng, Chih-Wei",Asian University,1159,1,1611,1,2171,1,0
5166,"Penn, Michael W.",Florida State University,1159,1,1611,1,2171,1,0
5529,"Perego, Paolo",Erasmus University Rotterdam,1159,1,1611,1,2171,1,0
786,"Perkins, Jon D.",Iowa State University,1159,1,1047,2,1462,2,0
3772,"Perreault, Stephen",Providence College,1159,1,1611,1,2171,1,0
5295,"Persellin, Julie S.",Trinity University,1159,1,1611,1,2171,1,0
5270,"Pesch, Heather L.",University of Illinois at Urbana-Champaign,1159,1,1611,1,2171,1,0
3380,"Petacchi, Paolo",Suffolk University,1159,1,1611,1,2171,1,0
62,"Petersen, Michael J.",North Dakota State University,1159,1,1047,2,1462,2,0
4466,"Peterson, Kyle",University of Oregon,1159,1,1611,1,2171,1,0
1201,"Petrovits, Christine M.",College of William & Mary,1159,1,1047,2,1462,2,0
3537,"Pezet, Eric",University of Bradford,1159,1,1611,1,2171,1,0
3665,"Pflugrath, Gary",Not Found,1159,1,1611,1,2171,1,0
4534,"Phillips, Jillian R.",University of San Diego,1159,1,1611,1,2171,1,0
450,"Phillips, John D.",University of Connecticut,1159,1,547,4,446,7,0
941,"Phillips, Thomas J.",Louisiana Tech University,1159,1,752,3,833,4,0
3677,"Phua, Yee Shih",UNSW Sydney,1159,1,1611,1,2171,1,0
813,"Picconi, Marc",College of William & Mary,1159,1,1047,2,1462,2,0
5304,"Pickard, Matthew D.",University of New Mexico,1159,1,1611,1,2171,1,0
2594,"Pierce, Bethane Jo",University of Texas at Arlington,1159,1,1611,1,833,4,0
4453,"Piger, Jeremy M.",University of Oregon,1159,1,1611,1,2171,1,0
5247,"Pike, Byron",Minnesota State University Mankato,1159,1,1611,1,2171,1,0
787,"Pike, Joel E.",University of Northern Iowa,1159,1,1047,2,1462,2,0
80,"Pincus, Karen V.",University of Arkansas,1159,1,1611,1,543,6,0
676,"Pinello, Arianna Spina",Florida Gulf Coast University,1159,1,1047,2,1462,2,0
376,"Piotroski, Joseph D.",Stanford University,1159,1,393,5,543,6,0
4375,"Pitre, Terence J.",Saint Mary`s College of California,1159,1,1611,1,2171,1,0
1870,"Plantin, Guillaume",University of Toulouse,1159,1,1611,1,2171,1,0
1249,"Plummer, Elizabeth",Texas Christian University,1159,1,752,3,833,4,0
3045,"Poels, Geert",Ghent University,1159,1,1611,1,2171,1,0
4381,"Pollock, Neil",University of Edinburgh,1159,1,1611,1,2171,1,0
5581,"Ponssard, Jean Pierre",Practice,1159,1,1611,1,2171,1,0
3196,"Poon, Martha",London School of Economics and Political Science,1159,1,1611,1,2171,1,0
2616,"Pope, Peter F.",London School of Economics and Political Science,1159,1,547,4,667,5,0
971,"Porter, Susan L.",University of Virginia,1159,1,1047,2,667,5,0
5114,"Prasad, Acklesh",Queensland University of Technology,1159,1,1611,1,2171,1,0
1977,"Prather-Kinsey, Jenice P.",University of Alabama at Birmingham,1159,1,1611,1,1462,2,0
2486,"Press, Eric G.",Temple University,1159,1,752,3,446,7,0
5060,"Presslee, Adam",University of Pittsburgh,1159,1,1611,1,2171,1,0
1169,"Preston, Alistair M.",University of New Mexico,1159,1,1047,2,301,9,0
1875,"Price, Kenneth H.",Not Found,1159,1,1611,1,1070,3,0
2278,"Price, Richard",Utah State University,1159,1,1047,2,1462,2,0
5409,"Proell, Chad A.",Texas Christian University,1159,1,1611,1,2171,1,0
1530,"Prosch, Marilyn",Practice,1159,1,752,3,833,4,0
5203,"Pukthuanthong, Kuntara",University of Missouri,1159,1,1611,1,2171,1,0
3382,"Qi, Rong",St. John`s University,1159,1,1611,1,2171,1,0
3383,"Qi, Yaxuan",Not Found,1159,1,1611,1,2171,1,0
5377,"Qin, Bo",University of Amsterdam,1159,1,1611,1,2171,1,0
5505,"Qin, Zhenjiang",Southwestern University of Finance and Economics,1159,1,1611,1,2171,1,0
4502,"Qiu, Annie A.",Practice,1159,1,1611,1,2171,1,0
2927,"Qu, Sandy Q.",York University,1159,1,1047,2,1462,2,0
5548,"Quadackers, Luc",Vrije (VU) University Amsterdam,1159,1,1611,1,2171,1,0
2202,"Quattrone, Paolo",IE University,1159,1,752,3,1070,3,0
4644,"Quick, Linda A.",East Carolina University,1159,1,1611,1,2171,1,0
2871,"Quirin, Jeffrey J.",Wichita State University,1159,1,1047,2,1462,2,0
582,"Radtke, Robin R.",Clemson University,1159,1,1047,2,1070,3,0
1218,"Raedy, Jana Smith",University of North Carolina at Chapel Hill,1159,1,286,6,543,6,0
5547,"Raftery, Adrian",Deakin University,1159,1,1611,1,2171,1,0
5473,"Rahman, Asheq Razaur",Not Found,1159,1,1611,1,2171,1,0
4385,"Rajab, Thomas",Practice,1159,1,1611,1,2171,1,0
3096,"Rakovski, Carter",California State University Fullerton,1159,1,1611,1,2171,1,0
4480,"Rakow Jr., Kenneth C.",Saint Xavier University,1159,1,1611,1,2171,1,0
1884,"Ramirez, Carlos",ESSEC Business School,1159,1,1611,1,1462,2,0
4290,"Ranasinghe, Tharindra",Singapore Management University,1159,1,1611,1,2171,1,0
5301,"Rao, Sunita S.",Not Found,1159,1,1611,1,2171,1,0
4000,"Rapley, Eric T.",University of North Texas,1159,1,1611,1,2171,1,0
3783,"Rasmussen, Stephanie J.",University of Texas at Arlington,1159,1,1611,1,2171,1,0
5392,"Rasso, Jason T.",College of Charleston,1159,1,1611,1,2171,1,0
5284,"Ratzinger-Sakel, Nicole V. S.",Ulm University,1159,1,1611,1,2171,1,0
848,"Ravenscroft, Sue P.",Iowa State University,1159,1,1611,1,833,4,0
3384,"Ravindran, Sury",Northern Arizona University,1159,1,1611,1,2171,1,0
377,"Ray, Korok",George Washington University,1159,1,752,3,1070,3,0
211,"Ray, Manash R.",Practice,1159,1,1611,1,2171,1,0
3052,"Reck, Jacqueline L.",University of South Florida,1159,1,1611,1,1070,3,0
691,"Reeve, Robert C.",Not Found,1159,1,1611,1,2171,1,0
5334,"Reggiani, Francesco",Bocconi University,1159,1,1611,1,2171,1,0
1887,"Reichert, Bernhard E.",Drexel University,1159,1,1611,1,2171,1,0
5480,"Reichmann, Steffen",University of Mannheim,1159,1,1611,1,2171,1,0
5294,"Reid, Colin D.",Northeastern University,1159,1,1611,1,2171,1,0
2861,"Reinstein, Alan",Wayne State University,1159,1,1047,2,1070,3,0
14,"Reitenga, Austin",University of Alabama,1159,1,1047,2,1462,2,0
4421,"Renders, Annelies",Maastricht University,1159,1,1611,1,2171,1,0
2749,"Rennie, Morina D.",University of Regina,1159,1,1611,1,1070,3,0
991,"Rezaee, Zabihollah",University of Memphis,1159,1,547,4,667,5,0
2142,"Ricchiute, David N.",University of Notre Dame,1159,1,1047,2,667,5,0
3912,"Rich, Kevin T.",Marquette University,1159,1,1611,1,2171,1,0
3283,"Richard, Chrystelle",ESSEC Business School,1159,1,1611,1,2171,1,0
3474,"Richard, Jacques",Dauphine Universite Paris,1159,1,1611,1,2171,1,0
3962,"Riley, Mark E.",Northern Illinois University,1159,1,1611,1,2171,1,0
5533,"Rinaldi, Leonardo","Royal Holloway, University of London",1159,1,1611,1,2171,1,0
2892,"Rittenberg, Larry E.",Retired or Emeritus,1159,1,752,3,833,4,0
5108,"Robb, Alastair",University of Queensland,1159,1,1611,1,2171,1,0
358,"Robb, Sean W. G.",University of Central Florida,1159,1,1047,2,1462,2,0
264,"Roberts, Andrea A.",University of Virginia,1159,1,752,3,1070,3,0
421,"Roberts, Michael L.",University of Colorado Denver,1159,1,752,3,446,7,0
4417,"Robertson, Jeffrey",Not Found,1159,1,1611,1,2171,1,0
1905,"Robin, Ashok J.",Rochester Insitute of Technology,1159,1,1047,2,1070,3,0
425,"Rock, Steve",University of Colorado at Boulder,1159,1,547,4,543,6,0
3434,"Rodgers, Theodore C.",Emory University,1159,1,1611,1,2171,1,0
3545,"Rodgers, Waymond","University of California, Riverside",1159,1,1611,1,2171,1,0
4388,"Rodrigues, LÃºcia Lima",University of Minho,1159,1,1611,1,2171,1,0
1187,"Roebuck, Peter J.",UNSW Sydney,1159,1,1047,2,1462,2,0
5522,"Rogo, Rafael",University of British Columbia - Vancouver,1159,1,1611,1,2171,1,0
5481,"Rohlfing-Bastian, Anna",University of Tuebingen,1159,1,1611,1,2171,1,0
3670,"Roijmans, Diana",Practice,1159,1,1611,1,2171,1,0
4545,"Romero-Alonso, Mercedes",Practice,1159,1,1611,1,2171,1,0
5298,"Romero, Jorge",Towson University,1159,1,1611,1,2171,1,0
3119,"Roscoe, Philip",University of St Andrews,1159,1,1611,1,2171,1,0
452,"Rosman, Andrew J.","Long Island University, C.W. Post Campus",1159,1,1611,1,1070,3,0
908,"Rosner, Rebecca L.","Long Island University, C.W. Post Campus",1159,1,1047,2,1462,2,0
3436,"Ross-Smith, Anne",Macquarie University,1159,1,1611,1,2171,1,0
5515,"Ross, Nicholas",University of San Francisco,1159,1,1611,1,2171,1,0
5466,"Roth, Lukas",University of Alberta,1159,1,1611,1,2171,1,0
3683,"Rouleau, Linda",HEC Montreal,1159,1,1611,1,2171,1,0
3186,"Rouse, Paul",University of Auckland,1159,1,1611,1,2171,1,0
66,"Rowe, Casey",Purdue University,1159,1,1047,2,1462,2,0
5644,"Ruhnke, Klaus",Free University of Berlin,1159,1,1611,1,2171,1,0
4468,"Rui, Oliver",China Europe International Business school,1159,1,1611,1,2171,1,0
3534,"Rupley, Kathleern",Portland State University,1159,1,1611,1,2171,1,0
4561,"Ryngaert, Michael",University of Florida,1159,1,1611,1,2171,1,0
5199,"Saadi, Samir",University of Ontario,1159,1,1611,1,2171,1,0
3252,"Sadka, Ronnie",Boston College,1159,1,1611,1,2171,1,0
1916,"Salas-Fumas, Vicente",Not Found,1159,1,1611,1,2171,1,0
2602,"Salter, Stephen B.",University of Texas at El Paso,1159,1,1047,2,1462,2,0
5347,"Salzsieder, Leigh",University of Missouri,1159,1,1611,1,2171,1,0
4411,"Samiolo, Rita",London School of Economics and Political Science,1159,1,1611,1,2171,1,0
2284,"Sanchez, Maria H.",Rider University,1159,1,1047,2,1462,2,0
2848,"Sanders, Debra L.",Washington State University,1159,1,1611,1,833,4,0
5407,"Sanders, Paula R.",Oklahoma State University,1159,1,1611,1,2171,1,0
1917,"Sanderson, Paul",University of Cambridge,1159,1,1047,2,1462,2,0
644,"Sankaraguruswamy, Sriniva",National University of Singapore,1159,1,393,5,667,5,0
3147,"Sapienza, Paola",Northwestern University,1159,1,1611,1,2171,1,0
3121,"Sarkis, Joseph",Worcester Polytechnic Institute,1159,1,1611,1,2171,1,0
5371,"Sautner, Zacharias",Frankfurt School of Finance and Management,1159,1,1611,1,2171,1,0
2329,"Sayre, Todd L.",University of San Francisco,1159,1,1611,1,1070,3,0
2626,"Scapens, Robert W.",University of Manchester,1159,1,1611,1,1070,3,0
3525,"Schafer, Brad A.",Kennesaw State University,1159,1,1611,1,2171,1,0
45,"Schatzberg, Jeffrey W.",University of Arizona,1159,1,752,3,197,11,0
5432,"Schaur, Georg",University of Tennessee Knoxville,1159,1,1611,1,2171,1,0
1926,"Schepanski, Albert",Retired or Emeritus,1159,1,1611,1,1070,3,0
4527,"Schermann, Michael",Technical University Munich,1159,1,1611,1,2171,1,0
3550,"Schiller, Ulf",University of Basel,1159,1,1611,1,2171,1,0
3005,"Schmidt, Karsten",Not Found,1159,1,1611,1,2171,1,0
5645,"Schmidt, Martin",ESCP Europe,1159,1,1611,1,2171,1,0
3520,"Schmidt, Pamela",Wayne State University,1159,1,1611,1,2171,1,0
3505,"Schnee, Edward",University of Alabama,1159,1,1611,1,2171,1,0
4079,"Schneider, Thomas E.",University of Alberta,1159,1,1611,1,2171,1,0
5116,"Schobel, Kurt",Royal Military College of Canada,1159,1,1611,1,2171,1,0
2303,"Schoderbek, Michael P.","Rutgers, The State University of New Jersey",1159,1,1611,1,1070,3,0
863,"Scholz, Susan",University of Kansas,1159,1,547,4,833,4,0
5143,"Schram, Arthur J. H. C.",University of Amsterdam,1159,1,1611,1,2171,1,0
2156,"Schroeder, Douglas A.",The Ohio State University,1159,1,752,3,446,7,0
5283,"Schroeder, Joseph H.",Indiana University Bloomington,1159,1,1611,1,2171,1,0
67,"Schultz, Joseph J.",Retired or Emeritus,1159,1,547,4,197,11,0
2638,"Schulz, Axel K-D.",Monash University,1159,1,547,4,833,4,0
5096,"Schwab, Casey M.",University of Georgia,1159,1,1611,1,2171,1,0
3801,"Schwarz, Christopher","University of California, Irvine",1159,1,1611,1,2171,1,0
3618,"Schwarzkopf, David L.",Bentley University,1159,1,1611,1,2171,1,0
3391,"Scott, Irana",James Madison University,1159,1,1611,1,2171,1,0
4436,"Scott, Susan V.",London School of Economics and Political Science,1159,1,1611,1,2171,1,0
2714,"Scott, Thomas W.",University of Waterloo,1159,1,1047,2,446,7,0
5202,"Seavey, Scott E.",University of Nebraska-Lincoln,1159,1,1611,1,2171,1,0
3063,"Sedbrook, Tod",University of Northern Colorado,1159,1,1611,1,2171,1,0
2426,"Seetharaman, Ananth",Saint Louis University,1159,1,1047,2,543,6,0
3471,"Segal, Benjamin",Fordham University,1159,1,1611,1,2171,1,0
5323,"Seidman, Jeri K.",University of Texas at Austin,1159,1,1611,1,2171,1,0
4378,"Sellers, R. Drew",Practice,1159,1,1611,1,2171,1,0
5492,"Sellhorn, Thorsten",WHU - Otto Beisheim School of Management,1159,1,1611,1,2171,1,0
5406,"Semin, GÃ¼n R.",Utrecht University,1159,1,1611,1,2171,1,0
5621,"Seng, Jia-Lang",National Chengchi University,1159,1,1611,1,2171,1,0
415,"Seol, Inshik",Clark University,1159,1,1611,1,1462,2,0
453,"Seow, Gim S.",University of Connecticut,1159,1,1047,2,833,4,0
2145,"Shackell, Margaret B.",Cornell University,1159,1,1047,2,1462,2,0
5195,"Shackleton, Mark B.",Lancaster University,1159,1,1611,1,2171,1,0
915,"Shafer, William E.",Lingnan University,1159,1,1611,1,1070,3,0
1939,"Shahrur, Husayn",Not Found,1159,1,1611,1,2171,1,0
5147,"Shailer, Greg",Australian National University,1159,1,1611,1,2171,1,0
5585,"Shan, Yaowen",University of Technology Sydney,1159,1,1611,1,2171,1,0
4476,"Shanthikumar, Devin M.","University of California, Irvine",1159,1,1611,1,2171,1,0
2433,"Shapiro, Brian P.",University of St. Thomas,1159,1,752,3,446,7,0
3477,"Sharma, Arun K.",Not Found,1159,1,1611,1,2171,1,0
4516,"Sharma, Pratyush Nidhi",University of Delaware,1159,1,1611,1,2171,1,0
2403,"Shaw, Wayne H.",Southern Methodist University,1159,1,1611,1,301,9,0
3258,"Shea, Vincent J.",St. John`s University,1159,1,1611,1,2171,1,0
2270,"Shearer, Teri L.",Queen's University,1159,1,1047,2,833,4,0
