authorid,name,university,rank_6yr,cnt_6yr,rank_12yr,cnt_12yr,rank_all,cnt_all,is_top1pct
3067,"Smith, L. Murphy",Murray State University,1366,1,1233,2,1019,4,0
3610,"Smith, Pamela C.",University of Texas at San Antonio,1366,1,1864,1,2610,1,0
3463,"Sohn, Byungcherl Charlie",University of Macau,1366,1,1864,1,2610,1,0
5779,"Sokolowsky, Jan",Not Found,1366,1,1864,1,2610,1,0
5186,"Solomon, Aris",Athabasca University,1366,1,1864,1,2610,1,0
5140,"Son, Myungsoo",California State University Fullerton,1366,1,1864,1,2610,1,0
5085,"Sooy, Matthew",Western University,1366,1,1864,1,2610,1,0
4724,"Sopariwala, Parvez R.",Grand Valley State University,1366,1,1864,1,2610,1,0
6896,"Spaenjers, Christophe",HEC Paris,1366,1,1864,1,2610,1,0
2639,"Spear, Nasser A.",University of Melbourne,1366,1,1864,1,1331,3,0
6600,"Speckbacher, Gerhard",University  of Vienna,1366,1,1864,1,2610,1,0
5532,"Spence, Laura J.","Royal Holloway, University of London",1366,1,1864,1,2610,1,0
287,"Spilker, Brian C.",Brigham Young University,1366,1,915,3,454,8,0
3076,"Spira, Laura F.",Retired or Emeritus,1366,1,1233,2,1770,2,0
6452,"Sridharan, Suhas A.",Emory University,1366,1,1864,1,2610,1,0
2248,"Srinivasan, Dhinu",University of Pittsburgh,1366,1,1864,1,1331,3,0
5278,"Stadler, Christian",Lancaster University,1366,1,1864,1,2610,1,0
942,"Stammerjohan, William W.",Louisiana Tech University,1366,1,1233,2,1331,3,0
6437,"Standifer, Rhetta",University of Wisconsin-Eau Claire,1366,1,1864,1,2610,1,0
4456,"Stanfield, Jason",Ball State University,1366,1,1864,1,2610,1,0
4414,"Stapleton, Pam",University of Manchester,1366,1,1864,1,2610,1,0
5807,"Starliper, Matthew W.",University of Massachusetts Amherst,1366,1,1864,1,2610,1,0
5499,"Steele, Logan B.",University of Wisconsin-Madison,1366,1,1864,1,2610,1,0
6910,"Steenburgh, Thomas J.",University of Virginia,1366,1,1864,1,2610,1,0
6918,"Steens, Bert",Vrije (VU) University Amsterdam,1366,1,1864,1,2610,1,0
1278,"Stefani, Ulrike",University of Konstanz,1366,1,1233,2,1770,2,0
2188,"Stein, Michael T.",Old Dominion University,1366,1,915,3,367,9,0
6455,"Stein, Sarah E.",Virginia Tech,1366,1,1864,1,2610,1,0
4967,"Stephenson, Teresa",University of South Dakota,1366,1,1233,2,1770,2,0
6219,"Stern, Matthew T.",DePaul University,1366,1,1864,1,2610,1,0
6544,"Stewart, Errol G.",Georgia Southern University,1366,1,1864,1,2610,1,0
6633,"Stewart, Jeanine S",McDaniel College,1366,1,1864,1,2610,1,0
1519,"Stewart, Jenny",Griffith University,1366,1,1864,1,1770,2,0
5089,"Stewart, Trevor R",Retired or Emeritus,1366,1,1864,1,2610,1,0
6566,"Stice-Lawrence, Lorien",University of North Carolina at Chapel Hill,1366,1,1864,1,2610,1,0
6697,"Stice, Derrald",Hong Kong University of Science and Technology,1366,1,1864,1,2610,1,0
6249,"Stice, Han",Chinese University of Hong Kong,1366,1,1864,1,2610,1,0
6685,"Stinson, Shane R.",University of Alabama,1366,1,1864,1,2610,1,0
3398,"Stoel, M. Dale",Miami University,1366,1,1864,1,2610,1,0
3472,"Stolowy, Herve",HEC Paris,1366,1,1233,2,1770,2,0
16,"Stone, Mary S.",University of Alabama,1366,1,915,3,561,7,0
5362,"Strobl, GÃ¼nter",Frankfurt School of Finance and Management,1366,1,1864,1,2610,1,0
3323,"Stuart, Iris C.",Norwegian School of Economics,1366,1,1233,2,1770,2,0
6265,"Stuart, Michael D.",Vanderbilt University,1366,1,1864,1,2610,1,0
5787,"Styles, Alan K",California State University San Marcos,1366,1,1864,1,2610,1,0
407,"Su, Xijia",China Europe International Business school,1366,1,1233,2,804,5,0
5436,"Subrahmanyam, Avanidhar","University of California, Los Angeles",1366,1,1864,1,2610,1,0
2360,"Subramanyam, K. R.",University of Southern California,1366,1,185,8,99,17,0
1988,"Suddaby, Roy",University of Victoria (Canada),1366,1,915,3,1331,3,0
3540,"Suh, Ikseon",Marquette University,1366,1,1864,1,2610,1,0
6407,"Sun, Estelle Yuan",Boston University,1366,1,1864,1,2610,1,0
3287,"Sun, Jerry",University of Windsor,1366,1,1233,2,1770,2,0
3399,"Sun, Sunny Y. J.",Hong Kong Polytechnic University,1366,1,1864,1,2610,1,0
6622,"Sun, Yan (Nankai)",Lanzhou University China,1366,1,1864,1,2610,1,0
5417,"Sundgren, Stefan",University of Umea,1366,1,1864,1,2610,1,0
3621,"Surysekar, Krishnamurthy",Florida International University,1366,1,1864,1,2610,1,0
5418,"Svanström, Tobias",University of Umea,1366,1,1864,1,2610,1,0
5019,"Swaney, Amy M.",Central Michigan University,1366,1,1864,1,2610,1,0
2374,"Swenson, Charles W.",University of Southern California,1366,1,1864,1,804,5,0
34,"Swenson, Dan W.",Arizona State University,1366,1,1864,1,1331,3,0
6427,"Syverson, Chad",University of Chicago,1366,1,1864,1,2610,1,0
6430,"Taboada, Alvaro G.",Mississippi State University,1366,1,1864,1,2610,1,0
5462,"Tahoun, Ahmed",London Business School,1366,1,1864,1,2610,1,0
6667,"Talakai, Jayson",Utah State University,1366,1,1864,1,2610,1,0
4452,"Tama-sweet, Isho",University of Montana,1366,1,1864,1,2610,1,0
5103,"Tan, Liang",George Washington University,1366,1,1864,1,2610,1,0
1124,"Tan, Patricia Mui-Siang",Nanyang Technological University,1366,1,1233,2,1331,3,0
5530,"Tan, Zhiyuan (Simon)",King`s College London,1366,1,1864,1,2610,1,0
6457,"Tang, Dragon Yongjun",University of Hong Kong,1366,1,1864,1,2610,1,0
4460,"Tang, Guliang",University of International Business and Economics,1366,1,1864,1,2610,1,0
6193,"Tang, Michael",New York University,1366,1,1864,1,2610,1,0
4470,"Tang, Tanya Y. H.",Brock University,1366,1,1864,1,2610,1,0
6233,"Tang, Tilan",Southern Methodist University,1366,1,1864,1,2610,1,0
645,"Tang, Vicki Wei",Georgetown University,1366,1,455,5,804,5,0
5723,"Tanner, Cynthia D.",West Virginia University,1366,1,1864,1,2610,1,0
4147,"Tarca, Ann",University of Western Australia,1366,1,1864,1,2610,1,0
17,"Taylor, Gary",University of Alabama,1366,1,1864,1,1331,3,0
5196,"Taylor, Paul A",Lancaster University,1366,1,1864,1,2610,1,0
1190,"Taylor, Stephen L.",University of Technology Sydney,1366,1,1233,2,1331,3,0
3781,"Taylor, Stuart D.",UNSW Sydney,1366,1,1864,1,2610,1,0
3072,"Tegarden, David P.",Virginia Tech,1366,1,1864,1,1770,2,0
6446,"Telaprolu, Venkata Rajasekhar",Not Found,1366,1,1864,1,2610,1,0
849,"Terando, William D.",Butler University,1366,1,1864,1,1331,3,0
5797,"Tervo, Wayne",Murray State University,1366,1,1864,1,2610,1,0
6959,"Thaten, Mario",WHU - Otto Beisheim School of Management,1366,1,1864,1,2610,1,0
2470,"Thevaranjan, Alex",Syracuse University,1366,1,1864,1,1770,2,0
1141,"Thibodeau, Nicole",Practice,1366,1,1233,2,1770,2,0
5801,"Thiruvadi, Sheela",Morgan State University,1366,1,1864,1,2610,1,0
3402,"Thoma, Stephen J.",University of Alabama,1366,1,1864,1,2610,1,0
5598,"Thomsen, Martin",University of Muenster,1366,1,1864,1,2610,1,0
4769,"Thomson, Ian",University of Birmingham,1366,1,1864,1,2610,1,0
2850,"Thornburg, Steven W.",University of Wisconsin-La Crosse,1366,1,1233,2,1770,2,0
3433,"Thornton, John",Azusa Pacific University,1366,1,1864,1,2610,1,0
6787,"Tian, Xuan",Indiana University Bloomington,1366,1,1864,1,2610,1,0
6199,"Tian, Yan",University of Missouri- St. Louis,1366,1,1864,1,2610,1,0
4401,"Tian, Yao",San Jose State University,1366,1,1864,1,2610,1,0
6254,"Timoshenko, Lev M.",Not Found,1366,1,1864,1,2610,1,0
939,"Tiras, Samuel L.",Indiana University Indianapolis,1366,1,1233,2,1019,4,0
5437,"Tong, Qing",Singapore Management University,1366,1,1864,1,2610,1,0
6543,"Touron, Philippe",Université de Tours,1366,1,1864,1,2610,1,0
6330,"Toy, Alan",University of Auckland,1366,1,1864,1,2610,1,0
6448,"Toynbee, Sara",University of Washington,1366,1,1864,1,2610,1,0
6704,"Tran, Anh L.",Cass Business School,1366,1,1864,1,2610,1,0
5537,"Tregidga, Helen","Royal Holloway, University of London",1366,1,1864,1,2610,1,0
6210,"Tremblay, Marie-Soleil",École Nationale d'administration publique,1366,1,1864,1,2610,1,0
2375,"Trezevant, Robert H.",Deceased,1366,1,1233,2,304,10,0
70,"Trombley, Mark A.",Deceased,1366,1,1864,1,657,6,0
6325,"Trønnes, Per Christen",UNSW Sydney,1366,1,1864,1,2610,1,0
2680,"Trueman, Brett","University of California, Los Angeles",1366,1,1233,2,252,11,0
3010,"Tryggestad, Kjell",Copenhagen Business School,1366,1,1864,1,2610,1,0
5488,"Tsai, Liu-Ching",Not Found,1366,1,1864,1,2610,1,0
3227,"Tsakumis, George T.",University of Delaware,1366,1,1233,2,1770,2,0
845,"Tubbs, Richard M.",Retired or Emeritus,1366,1,646,4,367,9,0
5073,"Tuck, Penelope",University of Birmingham,1366,1,1864,1,2610,1,0
2127,"Turel, Ofir",California State University Fullerton,1366,1,1864,1,2610,1,0
2629,"Turley, Stuart",University of Manchester,1366,1,1233,2,1770,2,0
6299,"Turner, Elizabeth H.",University of Texas Rio Grande Valley,1366,1,1864,1,2610,1,0
3593,"Turner, Jerry",Retired or Emeritus,1366,1,1864,1,2610,1,0
6788,"Udell, Gregory F.",Indiana University Bloomington,1366,1,1864,1,2610,1,0
5112,"Ulmer, Jackie Rees",Iowa State University,1366,1,1864,1,2610,1,0
2029,"Umashanker Trivedi, Viswa",York University,1366,1,1233,2,1770,2,0
6347,"Upadhyay, Arun D.","University of Nevada, Reno",1366,1,1864,1,2610,1,0
6273,"Utke, Steven",University of Connecticut,1366,1,1864,1,2610,1,0
5144,"Vaassen, Eddy H. J.",Tilburg University,1366,1,1864,1,2610,1,0
5725,"Vähämaa, Emilia",Hanken School of Economics,1366,1,1864,1,2610,1,0
5726,"Vähämaa, Sami",University of Vaasa,1366,1,1864,1,2610,1,0
5720,"Vaidya, Jaideep","Rutgers, The State University of New Jersey",1366,1,1864,1,2610,1,0
5405,"Valacich, Joseph S.",University of Arizona,1366,1,1864,1,2610,1,0
2033,"Valentine, Sean",University of North Dakota,1366,1,1233,2,1770,2,0
5543,"van Buuren, Joost",Nyenrode Business University,1366,1,1864,1,2610,1,0
5220,"Van Caneghem, Tom",Catholic (Katholieke) University of Leuven,1366,1,1864,1,2610,1,0
3661,"Van de Poel, Katrien",Practice,1366,1,1864,1,2610,1,0
3124,"Van den Abbeele, Alexandra",Catholic (Katholieke) University of Leuven,1366,1,1233,2,1770,2,0
4915,"van der Laan Smith, Joyce",University of Richmond,1366,1,1864,1,2610,1,0
6121,"van der Poel, Marieke",Practice,1366,1,1864,1,2610,1,0
4582,"van Dijk, Mathijs A.",Erasmus University Rotterdam,1366,1,1864,1,2610,1,0
6122,"van Dijk, Ronald",Practice,1366,1,1864,1,2610,1,0
5544,"van Nieuw Amerongen, Niels",Nyenrode Business University,1366,1,1864,1,2610,1,0
4479,"van Praag, Bart",Practice,1366,1,1864,1,2610,1,0
4526,"Vander Bauwhede, Heidi",Ghent University,1366,1,1864,1,2610,1,0
5435,"Vashishtha, Rahul",Duke University,1366,1,1864,1,2610,1,0
832,"Vaysman, Igor",Baruch College-The City University of New York,1366,1,1233,2,657,6,0
6822,"Vedrashko, Alexander",Simon Fraser University,1366,1,1864,1,2610,1,0
5133,"Veenstra, Kevin",McMaster University,1366,1,1864,1,2610,1,0
4450,"Veliyath, Rajaram",Kennesaw State University,1366,1,1864,1,2610,1,0
3214,"Velury, Uma K.",University of Delaware,1366,1,1233,2,1770,2,0
2041,"Venkataraman, Kumar",Southern Methodist University,1366,1,1233,2,1770,2,0
4533,"Venkatesh, Roopa",University of Nebraska-Omaha,1366,1,1864,1,2610,1,0
5716,"Venturini, Sergio",Bocconi University,1366,1,1864,1,2610,1,0
2043,"Venugopalan, Raghu",University of Texas at Arlington,1366,1,646,4,804,5,0
5871,"Vigeland, Robert L.",Retired or Emeritus,1366,1,1864,1,1770,2,0
5521,"Vincent, James D.",University of Florida,1366,1,1864,1,2610,1,0
6833,"Vorst, Patrick",Maastricht University,1366,1,1864,1,2610,1,0
6602,"Vulcheva, Maria",Florida International University,1366,1,1864,1,2610,1,0
3549,"Wagner, Joachim",Not Found,1366,1,1864,1,2610,1,0
815,"Wahlen, James M.",Indiana University Bloomington,1366,1,646,4,304,10,0
2914,"Walker, Kenton B.",University of Memphis,1366,1,1864,1,1019,4,0
2819,"Walker, Paul L.",St. John`s University,1366,1,1233,2,1019,4,0
5757,"Walker, Robert G",Retired or Emeritus,1366,1,1864,1,2610,1,0
5204,"Walker, Thomas",Concordia University - Montreal,1366,1,1864,1,2610,1,0
3526,"Wallace, Linda G.",Virginia Tech,1366,1,1864,1,2610,1,0
2682,"Wallage, Philip",University of Amsterdam,1366,1,1864,1,1331,3,0
2159,"Wallin, David E.",The Ohio State University,1366,1,1864,1,367,9,0
5586,"Walter, Terry",University of Sydney,1366,1,1864,1,2610,1,0
6841,"Wan, Chi",University of Massachusetts Boston,1366,1,1864,1,2610,1,0
5170,"Wang, Charles C.Y.",Harvard University,1366,1,1864,1,2610,1,0
6758,"Wang, Chong",Naval Postgraduate School,1366,1,1864,1,2610,1,0
5097,"Wang, Chuan-San",National Taiwan University,1366,1,1864,1,2610,1,0
4583,"Wang, Cong",Chinese University of Hong Kong,1366,1,1864,1,2610,1,0
6443,"Wang, G. Alan",Virginia Tech,1366,1,1864,1,2610,1,0
3561,"Wang, Jeff J.",Not Found,1366,1,1864,1,2610,1,0
6442,"Wang, Jianling",Xi'an Jiaotong University,1366,1,1864,1,2610,1,0
3125,"Wang, Karl",University of Mississippi,1366,1,1233,2,1770,2,0
5610,"Wang, Kevin Q.",University of Toronto,1366,1,1864,1,2610,1,0
6348,"Wang, Laura W.",University of Illinois at Urbana-Champaign,1366,1,1864,1,2610,1,0
2055,"Wang, Pengguo",University of Exeter,1366,1,1233,2,1770,2,0
4588,"Wang, Rong",Singapore Management University,1366,1,1864,1,2610,1,0
5721,"Wang, Shengbin",North Carolina A&T State University,1366,1,1864,1,2610,1,0
2376,"Wang, Shiing-wu",University of Southern California,1366,1,1233,2,304,10,0
5609,"Wang, Xiaolu",Iowa State University,1366,1,1864,1,2610,1,0
5737,"Wang, Xu (Frank)",Saint Louis University,1366,1,1864,1,2610,1,0
1684,"Wang, Xue (Finance)",Renmin University of China,1366,1,1864,1,2610,1,0
6260,"Wang, Yanruo",Practice,1366,1,1864,1,2610,1,0
6750,"Wang, Yanzhi (Andrew)",National Taiwan University,1366,1,1864,1,2610,1,0
6635,"Wang, Yue",Shanghai University of Finance and Economics,1366,1,1864,1,2610,1,0
6546,"Wang, Yuequan",Not Found,1366,1,1864,1,2610,1,0
6923,"Wang, Yutao",Central University of Finance and Economics,1366,1,1864,1,2610,1,0
6962,"Wang, Zheng",City University of Hong Kong,1366,1,1864,1,2610,1,0
4403,"Wang, Zitian",Not Found,1366,1,1864,1,2610,1,0
6928,"Wans, Nader",Memorial University,1366,1,1864,1,2610,1,0
5630,"Warkentin, Merrill",Mississippi State University,1366,1,1864,1,2610,1,0
3151,"Warnock, Francis E.",University of Virginia,1366,1,1233,2,1770,2,0
6237,"Warr, Richard S.",North Carolina State University,1366,1,1864,1,2610,1,0
5510,"Watanabe, Olena",Iowa State University,1366,1,1864,1,2610,1,0
5596,"Watrin, Christoph",University of Muenster,1366,1,1864,1,2610,1,0
6618,"Watson, Luke",University of Florida,1366,1,1864,1,2610,1,0
3261,"Watson, Marcia Weidenmier",University of North Carolina at Charlotte,1366,1,455,5,804,5,0
1074,"Watts, Ross L.",Massachusetts Institute of Technology,1366,1,646,4,212,12,0
570,"Waymire, Gregory",Emory University,1366,1,646,4,178,13,0
6607,"Webb,  Zach",University of Mississippi,1366,1,1864,1,2610,1,0
6287,"Weber, Roberto A.",University of Zurich,1366,1,1864,1,2610,1,0
4443,"Wechtler, Heidi",Not Found,1366,1,1864,1,2610,1,0
6327,"Wei, Xu",Not Found,1366,1,1864,1,2610,1,0
6876,"Weigand, Hans",Tilburg University,1366,1,1864,1,2610,1,0
6191,"Weiner, Robert J.",George Washington University,1366,1,1864,1,2610,1,0
5102,"Weisbrod, Eric",University of Miami,1366,1,1864,1,2610,1,0
6335,"Weisner, Martin M.",Monash University,1366,1,1864,1,2610,1,0
5264,"Weiss, Jane M.",University of Wisconsin-Whitewater,1366,1,1864,1,2610,1,0
6292,"Wellman, Laura",University of Utah,1366,1,1864,1,2610,1,0
3695,"Wen, He (Jennifer)",University of Missouri- St. Louis,1366,1,1864,1,2610,1,0
2066,"Wen, Xiaoyan",Texas Christian University,1366,1,1233,2,1770,2,0
3777,"Wen, Yuan",State University of New York at New Paltz,1366,1,1864,1,2610,1,0
591,"Wheatley, Clark M.",Florida International University,1366,1,1864,1,1770,2,0
1062,"Wheeler, Patrick R.",University of South Florida,1366,1,329,6,561,7,0
2208,"Wheeler, Stephen W.",California State University Sacramento,1366,1,1864,1,367,9,0
5513,"Whipple, Benjamin C.",University of Georgia,1366,1,1864,1,2610,1,0
5439,"White, Joshua T.",University of Georgia,1366,1,1864,1,2610,1,0
6250,"White, Roger M.",Arizona State University,1366,1,1864,1,2610,1,0
3684,"Whittington, Richard",University of Oxford,1366,1,1864,1,2610,1,0
5545,"Whitworth, James D.",University of South Florida,1366,1,1864,1,2610,1,0
6834,"Wieczynska, Maria",Arizona State University,1366,1,1864,1,2610,1,0
3158,"Wieland, Matthew M",Miami University,1366,1,1233,2,1770,2,0
4528,"Wiesche, Manuel",Technical University Munich,1366,1,1864,1,2610,1,0
2895,"Wild, John J.",University of Wisconsin-Madison,1366,1,1233,2,367,9,0
5715,"Wilder, W. Mark",University of Mississippi,1366,1,1864,1,1770,2,0
4486,"Wilford, Amanda L.",IE University,1366,1,1864,1,2610,1,0
3899,"Williams, Braden",University of Texas at Austin,1366,1,1864,1,2610,1,0
6636,"Williams, Brian M.",Indiana University Bloomington,1366,1,1864,1,2610,1,0
5275,"Williams, James W.",York University,1366,1,1864,1,2610,1,0
5364,"Williams, Jared",University of South Florida,1366,1,1864,1,2610,1,0
2936,"Williams, Michael G.",Practice,1366,1,1233,2,804,5,0
1863,"Williams, Susan E.Perry",University of Virginia,1366,1,1233,2,1331,3,0
2178,"Willinger, G. Lee",Retired or Emeritus,1366,1,1864,1,657,6,0
3036,"Willis, Veronda",University of Texas at Tyler,1366,1,1864,1,2610,1,0
3959,"Willson, Victor L.",Retired or Emeritus,1366,1,1864,1,2610,1,0
687,"Windsor, Carolyn A.",Not Found,1366,1,1864,1,1331,3,0
5520,"Winn, Amanda",University of Illinois at Urbana-Champaign,1366,1,1864,1,2610,1,0
5702,"Winterbotham, Glyn J.",Winthrop University,1366,1,1864,1,2610,1,0
6819,"Wintoki, M. Babajide",University of Kansas,1366,1,1864,1,2610,1,0
5748,"Witkowski, Mary L.",Practice,1366,1,1864,1,2610,1,0
6186,"Wöhrmann, Arnt",Giessen University,1366,1,1864,1,2610,1,0
5440,"Woidtke, Tracie",University of Tennessee Knoxville,1366,1,1864,1,2610,1,0
3408,"Wollscheid, Jim R.",University of Arkansas Fort Smith,1366,1,1864,1,2610,1,0
1158,"Wong, Jeffrey","University of Nevada, Reno",1366,1,1233,2,1770,2,0
2608,"Wong, Jilnaught",University of Auckland,1366,1,1864,1,1770,2,0
2609,"Wong, Norman",University of Auckland,1366,1,1233,2,1331,3,0
6973,"Wongsunwai, Wan",Chinese University of Hong Kong,1366,1,1864,1,2610,1,0
1974,"Woodland, Angela",Montana State University,1366,1,1864,1,2610,1,0
2097,"Wouters, Marc J. F.",Karlsruhe Institute of Technology,1366,1,455,5,804,5,0
6756,"Wu, Feng",Hong Kong Polytechnic University,1366,1,1864,1,2610,1,0
5643,"Wu, Jia",University of Massachusetts Dartmouth,1366,1,1864,1,2610,1,0
3410,"Wu, Jin (Ginger)",Not Found,1366,1,1864,1,2610,1,0
6676,"Wu, Liansheng",Peking University,1366,1,1864,1,2610,1,0
392,"Wu, Woody",Chinese University of Hong Kong,1366,1,915,3,1019,4,0
6768,"Wu, Yi (Ava)",University of Sydney,1366,1,1864,1,2610,1,0
5622,"Xia, Weidong",Florida International University,1366,1,1864,1,2610,1,0
342,"Xiao, Jason Zezhong",Cardiff University,1366,1,915,3,804,5,0
6328,"Xiao, Xiao",Peking University,1366,1,1864,1,2610,1,0
6857,"Xiao, Xing",Tsinghua University (Beijing),1366,1,1864,1,2610,1,0
6842,"Xiao, Zhijie",Boston College,1366,1,1864,1,2610,1,0
6752,"Xie, Biqin",Pennsylvania State University,1366,1,1864,1,2610,1,0
4584,"Xie, Fei",Clemson University,1366,1,1864,1,2610,1,0
795,"Xie, Hong",University of Kentucky,1366,1,646,4,657,6,0
6352,"Xin, Qingquan",ChongQing University,1366,1,1864,1,2610,1,0
6456,"Xu, Hongkang",Auburn University Montgomery,1366,1,1864,1,2610,1,0
1162,"Xu, Le Emily",University of New Hampshire,1366,1,1233,2,1770,2,0
6786,"Xu, Weidong",Catholic (Katholieke) University of Leuven,1366,1,1864,1,2610,1,0
3411,"Xu, Weihong",State University of New York at Buffalo,1366,1,1864,1,2610,1,0
2109,"Xu, Xiaoqun",Christopher Newport University,1366,1,1233,2,1770,2,0
5539,"Xu, Yang",University of Colorado - Colorado Springs,1366,1,1864,1,2610,1,0
5575,"Xu, Yexiao",University of Texas at Dallas,1366,1,1864,1,2610,1,0
6705,"Xue, Hao",New York University,1366,1,1864,1,2610,1,0
6716,"Xue, Ling",Georgia State University,1366,1,1864,1,2610,1,0
6736,"Xue, Shuang",Shanghai University of Finance and Economics,1366,1,1864,1,2610,1,0
6458,"Yan, Hong",City University of Hong Kong,1366,1,1864,1,2610,1,0
5709,"Yan, Yun-Chia Anderson",University of Texas Rio Grande Valley,1366,1,1864,1,2610,1,0
6866,"Yanadori, Yoshio",University of South Australia,1366,1,1864,1,2610,1,0
6319,"Yang, ChunLei",University of Manchester,1366,1,1864,1,2610,1,0
3502,"Yang, Jing",Practice,1366,1,1864,1,2610,1,0
5781,"Yang, Ke",Lehigh University,1366,1,1864,1,2610,1,0
6888,"Yang, Ling",Longwood University,1366,1,1864,1,2610,1,0
6451,"Yang, Shuo",Hong Kong Polytechnic University,1366,1,1864,1,2610,1,0
4172,"Yang, Yaâ€wen",Wake Forest University,1366,1,1233,2,1770,2,0
5692,"Yao, Wei-Ren",National Dong Hwa University,1366,1,1864,1,2610,1,0
6746,"Yasheng, Chen",Xiamen University,1366,1,1864,1,2610,1,0
6745,"Ye, Feiteng",Not Found,1366,1,1864,1,2610,1,0
2684,"Ye, Ping",Not Found,1366,1,1864,1,2610,1,0
4413,"Yee, Helen",Centennial College,1366,1,1864,1,2610,1,0
4514,"Yeh, Chia-Lun",Not Found,1366,1,1864,1,2610,1,0
1137,"Yeh, Shu",National Taiwan University,1366,1,1233,2,1331,3,0
6575,"Yen, Ju-Chun",Not Found,1366,1,1864,1,2610,1,0
4522,"Yeow, Pamela",University of London,1366,1,1864,1,2610,1,0
6867,"Yi, Andrew C.",Sungkyunkwan University,1366,1,1864,1,2610,1,0
6729,"Yildizhan, Çelim",University of Georgia,1366,1,1864,1,2610,1,0
6587,"Yin, Huaxiang",Nanyang Technological University,1366,1,1864,1,2610,1,0
5501,"Yin, Huifang",Shanghai University of Finance and Economics,1366,1,1864,1,2610,1,0
2600,"Yin, Qin Jennifer",University of Texas at San Antonio,1366,1,915,3,1019,4,0
4477,"Yip, Rita W. Y.",The Hang Seng University of Hong Kong,1366,1,1864,1,2610,1,0
6932,"Yoon, Aaron",Harvard University,1366,1,1864,1,2610,1,0
6606,"Yoon, Sung Wook",California State University Northridge,1366,1,1864,1,2610,1,0
5484,"Young, Chaur-Shiuh",National Cheng-Kung University (Taiwan),1366,1,1864,1,2610,1,0
583,"Young, George",Florida Atlantic University,1366,1,1233,2,1770,2,0
1171,"Young, Joni J.",University of New Mexico,1366,1,1233,2,367,9,0
5676,"Yu, Chia-Feng (Jeffrey)",University of Adelaide,1366,1,1864,1,2610,1,0
6849,"Yu, Fan",Claremont McKenna College,1366,1,1864,1,2610,1,0
1130,"Yu, Hung-Chao",Not Found,1366,1,1864,1,1770,2,0
6870,"Yu, Jing",University of Western Australia,1366,1,1864,1,2610,1,0
5098,"Yu, Kun",University of Massachusetts Boston,1366,1,1864,1,2610,1,0
6326,"Yu, Lisheng",Xiamen University,1366,1,1864,1,2610,1,0
3182,"Yu, Michael D.",University of West Georgia,1366,1,1233,2,1770,2,0
6789,"Yu, Xiaoyun",Indiana University Bloomington,1366,1,1864,1,2610,1,0
6759,"Yu, Y. Julia",University of Virginia,1366,1,1864,1,2610,1,0
2121,"Yuan, Hongqi","Fudan University, China",1366,1,1233,2,1770,2,0
2122,"Yue, Heng",Singapore Management University,1366,1,1233,2,1770,2,0
5504,"Yust, Christopher G.",Texas A&M University,1366,1,1864,1,2610,1,0
6554,"Zahller, Kimberly A.",University of Colorado - Colorado Springs,1366,1,1864,1,2610,1,0
4553,"Zakolyukina, Anastasia A.",University of Chicago,1366,1,1864,1,2610,1,0
6415,"Zeng, Cheng",University of Manchester,1366,1,1864,1,2610,1,0
6585,"Zha Giedt, Jenny",George Washington University,1366,1,1864,1,2610,1,0
5081,"Zhang, Andrew (Jianzhong)","University of Nevada, Las Vegas",1366,1,1864,1,2610,1,0
5578,"Zhang, Bo",Renmin University of China,1366,1,1864,1,2610,1,0
6288,"Zhang, Gaoqing",University of Minnesota,1366,1,1864,1,2610,1,0
3291,"Zhang, Jian",San Jose State University,1366,1,1233,2,1770,2,0
6717,"Zhang, Joseph H.",University of Memphis,1366,1,1864,1,2610,1,0
3413,"Zhang, Lu",The Ohio State University,1366,1,1864,1,2610,1,0
3414,"Zhang, May H.",Fordham University,1366,1,1864,1,2610,1,0
6782,"Zhang, Ning",Queen's University,1366,1,1864,1,2610,1,0
5340,"Zhang, Qi",University of Leeds,1366,1,1864,1,2610,1,0
6351,"Zhang, Rania",Peking University,1366,1,1864,1,2610,1,0
3159,"Zhang, Sanjian (William)",California State University Long Beach,1366,1,1233,2,1770,2,0
5136,"Zhang, Tracey Chunqi",Not Found,1366,1,1864,1,2610,1,0
5363,"Zhang, Yong",Hong Kong Polytechnic University,1366,1,1864,1,2610,1,0
6652,"Zhang, Yue (PhD Texas at Dallas)",Lingnan University,1366,1,1864,1,2610,1,0
3778,"Zhao, Wanli",Southern Illinois University,1366,1,1864,1,2610,1,0
6767,"Zhao, Xuezhou (Rachel)",Hong Kong Polytechnic University,1366,1,1864,1,2610,1,0
5590,"Zheng, Rong",Hong Kong University of Science and Technology,1366,1,1864,1,2610,1,0
3224,"Zhou, Haiyan",University of Texas Rio Grande Valley,1366,1,1233,2,1770,2,0
6198,"Zhou, Hui",University of Melbourne,1366,1,1864,1,2610,1,0
6268,"Zhou, Jie",National University of Singapore,1366,1,1864,1,2610,1,0
5378,"Zhou, Ling",University of New Mexico,1366,1,1864,1,2610,1,0
6440,"Zhou, Mi (Jamie)",Virginia Tech,1366,1,1864,1,2610,1,0
6816,"Zhou, Shan",University of Sydney,1366,1,1864,1,2610,1,0
6329,"Zhou, Yi",Not Found,1366,1,1864,1,2610,1,0
6679,"Zhou, Ying",University of Connecticut,1366,1,1864,1,2610,1,0
5611,"Zhu, Julie Lei",Boston University,1366,1,1864,1,2610,1,0
6779,"Zhu, Wei",University of Illinois at Urbana-Champaign,1366,1,1864,1,2610,1,0
